name_code	distribution
381604	Distributed from the Andaman Sea eastward throughout the Indo-Malayan region, northward to southern Japan and southward to the Great Barrier Reef. It is found in Penghu Is..
381605	Widespread in the Indo-West Pacific from Andaman Sea and Sumatra, Indonesia to Papua New Guinea, north to southern Japan, south to northwest Australia and the Great Barrier Reef. It is found in northern Taiwanese waters, and Penghu Is..
381606	Widely distributed in Indo-West Pacific from the coast of Queensland, the Frankland Group off north Queensland, Western Australia, and New Guinea; Indonesia and the Philippines, and very seldom along the Chinese coast. It is found in northern Taiwanese wa
381607	Widely distributed in Indo-Pacific from Red Sea and East Africa to the Hawaiian and Easter islands, north to southern Japan, south to Lord Howe Island; throughout Micronesia. Eastern Pacific: southern Baja California, Mexico and from the Revillagigedo and
381608	Widely distributed in Indo-Pacific from East Africa to the Hawaiian, Marquesan, and Pitcairn islands, north to the Ogasawara Islands, south to New Caledonia and the Austral Islands; throughout Micronesia. It is found in eastern and southern Taiwanese wate
381609	Widely distributed in Indo-Pacific from Christmas Island in the eastern Indian Ocean to Indonesia to and the Hawaiian, Line, and Pitcairn Islands, north to southern Japan, south to Rowley Shoals and New Caledonia; throughout Micronesia. It is found in sou
381610	Widely distributed in Indo-Pacific from East Africa and Persian Gulf to the Society Islands; north to southern Japan, south to Lord Howe Island. Throughout Micronesia. Widely around coral reefs in Taiwan.
381611	Widely distributed in Indo-Pacific from Western India to Pitcairn Islands, north to southern Japan, south to Rowley Shoals, southern Queensland, and New Caledonia; throughout Micronesia. It is found in eastern and southern Taiwanese waters.
381612	Widely distributed in Indo-Pacific from East Africa to the Tuamoto Islands, north to southern Japan, south to New South Wales and Tonga. Widely around coral reefs in Taiwan.
381613	Distributed from the Maldive Islands eastward throughout the Indo-Malayan region and tropical western Pacific Ocean to Samoa, northward to southern Japan. It is found in eastern and southern Taiwanese waters.
381614	Distributed from Western Australia northward throughout the Indo-Malayan region to southern Japan, eastward across the tropical western and southern Pacific Ocean. Widely around coral reefs in Taiwan.
381615	Distributed in the Western Pacific from southern Japan to Australia. It is found in northeastern and southern Taiwanese waters.
381616	Distributed in the Western Pacific from southern Japan, the Yellow Sea to eastern Australia. Reported from the Chesterfield Islands. It is found in western, southern and northeastern Taiwanese waters.
381617	Native to southern China, including southward from Changjiang River, Taiwan, Hainan Island and Vietnam. Japanese populations were introduced. In Taiwan, its’ native habitats were restricted western portion of Central Mount Range (CMR) and southward till C
381618	Native to southeastern Asia, including southern China, Taiwan, Hainan Island, Vietnam and Philippines. Japanese populations were introduced. In Taiwan, its’ native habitats were restricted western portion of Central Mount Range (CMR). At present, some had
381619	Distributed in the northwest Pacific from Japan to Taiwan. It is mainly found in northeastern and northern Taiwanese waters.
381620	Distributed in the northwest Pacific from Japan to Taiwan. It is mainly found in northeastern and northern Taiwanese waters.
381621	Distributed in the northwest Pacific from Japan to Taiwan and South China Sea. It is found in southern northeastern and northern Taiwanese waters and  Penghu Islands.
381622	Widespread in the tropical and temperate waters. It is found in southwestern Taiwanese waters.
381623	Southern Africa. Had been extensively introduced to many countries, including Taiwan. Easy to hybrid with relatives, various strains had been bred, purebred is difficult to find in rivers.
381624	Africa. Had been extensively introduced to many countries, including Taiwan. Easy to hybrid with relatives, various strains had been bred, purebred is difficult to find in rivers.
381626	Distributed in the Indo-Pacific from East Africa to Mangar&#233;va, Tuamoto Islands and the Hawaiian Islands, north to Taiwan; throughout Micronesia. It is found in southern Taiwanese waters.
381627	Distributed in the Indo-Pacific including Maldives, Japan, Taiwan and Autralia. It is a common species in Taiwan except western coast.
381628	Distributed in the Indo-West Pacific from India east to Sagami Bay in Japan and south to China. A new record was reported from southern Indonesia. It is found in southern, northeastern and northern Taiwanese waters, and Penghu Islands.
381629	Distributed in the Indo-Pacific from Maldives to Samoa, north to the Ryukyu Islands, south to the southern Great Barrier Reef and New Caledonia. Widely around coral reefs in Taiwan.
381630	Widely distributed in the Indo-Pacific: Red Sea south to East London, South Africa  and east to the Marquesan Islands, north to the Mariana Islands, south to New Caledonia. Eastern Pacific: Gulf of California to Colombia and the Galapagos Islands. Widely
381631	Widely distributed in the Indo-Pacific: Red Sea and East Africa to the Marquesan Islands and Mangar&#233;va, north to southern Japan and the Hawaiian Islands, south to the Kermadec and Rapa Islands; throughout Micronesia. Southeast Atlantic: southeast coa
381632	Distributed in the Indo-West Pacific: East Africa to the western Pacific. Southeast Atlantic: southeast coast of South Africa. It is found in southern and northeastern Taiwanese waters; Siao Liouciou, southwestern Taiwan and Lanyu, southeastern Taiwan.
381633	Widely distributed in the Indo-Pacific: Red Sea to the Hawaiian Islands, north to southern Japan, south to New Caledonia; throughout Micronesia. Eastern Pacific: Gulf of California to northern Colombia and the Galapagos Islands. It is found in southern Ta
381634	Distributed in the Indo-Pacific from East Africa to the Hawaiian, Line and Mangar&#233;va islands, north to southern Japan, south to Australia and Rapa; throughout Micronesia. It is found in southern and eastern Taiwanese waters; Siao Liouciou, southweste
381635	Widely distributed in the Indo-Pacific from Red Sea and East Africa to the Hawaiian, Line, Marquesan and Ducie islands, north to southern Japan, south to New Caledonia and the Austral Islands; throughout Micronesia and also known from the Society Islands.
381636	Distributed in tropical Indo-West Pacific. It is a common species in Taiwan except western part.
381637	The pompano dolphinfish is highly migratory species, widely distributed in the tropical and temperate waters of the Atlantic, Pacific and Indian oceans. It is rarely captured in coast waters, generally not found in waters with surface temperatures less th
381638	The common dolphinfish is highly migratory species, widely distributed in the tropical and temperate waters of the Atlantic, Pacific and Indian oceans. It is occasionally found in estuaries and harbors, generally restricted by the 20℃ isotherm.
381639	Distributed in the western Pacific from Japan to Australia and the Kermadec Islands. It is found in northeastern and southern Taiwanese waters.
381640	"Distributed in the Indo-West Pacific from  Red Sea south to Chaka's Rock, Natal, South Africa; north to Japan. It is found in southern and northeastern Taiwanese waters, and Siao Liouciou, southwestern Taiwan."
381641	Found in the northwest Pacific, including Tokara and Yaeyama Islands, Ryukyu Islands, Japan and southern Taiwan.
381642	Commonly distributed in tropical and subtropical coastal waters of Indo-West Pacific from Red Sea and East Africa to Indonesia, New Guinea and Philippines, north to Taiwan and Japan, south to northern Australia. It is common in waters around Taiwan except
381643	Widespread in the tropical and temperate waters from India to northern Australia, New Guinea, Indonesia, Philippines, Taiwan and Japan. It is a common species in Taiwan except eastern part.
381644	Worldwide in tropical and temperate seas, except for Pacific American coast. It is common in waters around Taiwan.
381645	Worldwide in tropical and warm waters. It is common in waters around Taiwan.
381646	Worldwide in warm seas. It is common in waters around Taiwan.
381647	Worldwide in warm and temperate seas. It is common in waters around Taiwan.
381648	Cosmopolitan in warm waters. It is common in waters around Taiwan.
381649	Worldwide in warm seas. It is common in waters around Taiwan.
381664	Distributed in the Pacific coast of southern Japan, the northern part of the Kyushu-Palau Ridge, Hawaiian Islands, and Australia. Reported from Malaysia. It is mainly found in northeastern Taiwanese waters.
381665	Distributed in the Indo-West Pacific, known only from Japan, Korea, Taiwan,Natal (South Africa), Kenya and Gulf of Oman. Reported from the central South China Sea. It is mainly found in northeastern Taiwanese waters.
381666	Distributed in the Pacific Ocean from Japan and Taiwan eastward to Hawaii, the Society Islands and Tahiti. It is mainly found in northeastern Taiwanese waters.
381667	Widespread in the tropical Indo-West Pacific from Persian Gulf to Natal, South Africa, eastward to India and Lesser Sunda Island, Indonesia, north to Japan and Taiwan, south to northern Australia. It is a common species in weastern Taiwanese waters.
381668	Widespread in the tropical and subtropical waters of the Indo-West Pacific region from theRed Sea and East Africa to the Tuamoto Islands, north to southern Japan, south to northern Australia and New Caledonia. Recorded off the coast of Florida in the West
381669	Widespread in the tropical and subtropical waters of the western Pacific region from the Ryukyu Islands of southern Japan, Taiwan to the Philippines, Indonesia, New Guinea, and northern Australia. It is common in waters around Taiwan.
381670	Widespread in the tropical and subtropical waters of the Indo-West Pacific region from the Red Sea to South Africa, Japan, Taiwan, Philippines, Indonesia, New Guinea, northern Australia, and Melanesia. It is a common species in Taiwan except weastern part
381671	Worldwide in tropical and subtropical seas. It is mainly found in eastern, northeastern and southern Taiwanese waters.
381672	Widely distributed in tropical and temperate seas of the world, but probably absent from the northern Indian Ocean.
